?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CL_0000102>		
<http://purl.obolibrary.org/obo/CL_0002632>		
<http://purl.obolibrary.org/obo/UBERON_0003829>	"Any muscle tissue that is part of the urethra."	"EMAPA:37787 MA:0002649"
<http://purl.obolibrary.org/obo/GO_0009415>	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of water."	
<http://purl.obolibrary.org/obo/CL_0000017>	"A male germ cell that develops from spermatogonia. The euploid primary spermatocytes undergo meiosis and give rise to the haploid secondary spermatocytes which in turn give rise to spermatids."	"FBbt:00004936 CALOHA:TS-0951 BTO:0001275 EMAPA:31484 WBbt:0006799 FMA:84049"
<http://purl.obolibrary.org/obo/GO_0099547>	"Any process that modulates synaptic transmission by regulating translation occurring at the synapse."	
<http://purl.obolibrary.org/obo/PR_000018568>	"A low affinity immunoglobulin epsilon Fc receptor that has been processed by proteolytic cleavage."	
<http://purl.obolibrary.org/obo/UBERON_0001480>	"A carpal bone that proximally_connected_to a forelimb zeugopod skeleton."	"SCTID:306715004 MA:0002557 EMAPA:36164 FMA:33302"
<http://purl.obolibrary.org/obo/GO_0060298>	"Any process that increases the rate, frequency or extent of myofibril assembly by organization of muscle actomyosin into sarcomeres. The sarcomere is the repeating unit of a myofibril in a muscle cell, composed of an array of overlapping thick and thin filaments between two adjacent Z discs."	
<http://purl.obolibrary.org/obo/CL_0002619>	"An adult angioblastic cell released from the bone marrow, or from the kidney in some teleost species, capable of blood circulation and participation in angiogenesis by differentiating into blood vessel endothelial cells."	
<http://purl.obolibrary.org/obo/UBERON_0005711>	"A mesentery of duodenum that is part of a foregut."	"EHDAA2:0000564"
<http://purl.obolibrary.org/obo/UBERON_8410043>	"A submucosal gland located in a bronchus."	
<http://purl.obolibrary.org/obo/UBERON_0010189>		"EHDAA2:0001762 EMAPA:17328 EMAPA:17010 MA:0001872"
<http://purl.obolibrary.org/obo/UBERON_0004452>	"A mesopodium that is part of a manus. Includes as parts the carpal skeleton and associated tissues[cjm]. The anatomical region surrounding the carpus including the distal parts of the bones of the forearm and the proximal parts of the metacarpus or five metacarpal bones and the series of joints between these bones, thus referred to as wrist joints. This region also includes the carpal tunnel, the anatomical snuff box, the flexor retinaculum, and the extensor retinaculum[WP,unvetted]."	"EHDAA:5196 MA:0000039 GAID:59 Wikipedia:Wrist EMAPA:19122 FMA:24922 SCTID:361289009 EHDAA2:0000218 galen:Wrist MESH:D014953 EMAPA:32784 NCIT:C111033"
<http://purl.obolibrary.org/obo/GO_0021684>	"The process that gives rise to the cerebellar granule layer. This process pertains to the initial formation of a structure from unspecified parts. The granular layer is the innermost layer of the cerebellar cortex. This layer contains densely packed small neurons, mostly granule cells. Some Golgi cells are found at the outer border. Granule neurons send parallel fibers to the upper molecular layer, where they synapse with Purkinje cell dendrites. Mossy fibers from the pontine nuclei in the white matter synapse with granule cell axons, Golgi cell axons and unipolar brush interneuron axons at cerebellar glomeruli in the granule cell layer."	
<http://purl.obolibrary.org/obo/UBERON_0006524>	"System pertaining to a bronchus and alveoli."	"MA:0000416 BTO:0000136 EMAPA:32692 CALOHA:TS-1296"
<http://purl.obolibrary.org/obo/PR_000002105>	"A thrombomodulin-like receptor that is a translation product of the human THBD gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/GO_0006915>	"A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."	"Wikipedia:Apoptosis"
<http://purl.obolibrary.org/obo/CL_0002647>	"An ecto-epithelial cell of the palatal region of the viscerocranial mucosa."	"FMA:70580"
<http://purl.obolibrary.org/obo/UBERON_0003828>	"A bone that is part of an abdominal segment of trunk [Automatically generated definition]."	"MA:0000525 EMAPA:37058"
<http://purl.obolibrary.org/obo/UBERON_0014388>	"The simple cuboidal epithelium lining the lumen of kidney collecting ducts."	"EMAPA:37885"
<http://purl.obolibrary.org/obo/GO_0007350>	"The hierarchical steps resulting in the progressive subdivision of the anterior/posterior axis of the embryo."	
<http://purl.obolibrary.org/obo/CL_1000438>	"An epithelial cell that is part of the wall of inferior part of anal canal."	"FMA:70562"
<http://purl.obolibrary.org/obo/GO_0061049>	"The growth of a cardiac muscle cell, where growth contributes to the progression of the cell over time from its initial formation to its mature state."	
<http://purl.obolibrary.org/obo/GO_0060574>	"The developmental process, independent of morphogenetic (shape) change, that is required for a columna/cuboidal epithelial cell of the intestine to attain its fully functional state. A columnar/cuboidal epithelial cell of the intestine mature as they migrate from the intestinal crypt to the villus."	
<http://purl.obolibrary.org/obo/GO_1904653>	"Any process that modulates the frequency, rate or extent of lung alveolus development."	
<http://purl.obolibrary.org/obo/UBERON_0006833>	"An anatomical space that surrounded_by a trachea."	"SCTID:197486000 FMA:7469"
<http://purl.obolibrary.org/obo/GO_1903119>	"A process in which a protein is transported to, or maintained in, the location of an actin cytoskeleton."	
<http://purl.obolibrary.org/obo/GO_0072128>	"The process in which the anatomical structures of the renal capsule are generated and organized. The renal capsule is the tough fibrous layer surrounding the kidney, covered in a thick layer of perinephric adipose tissue. It provides some protection from trauma and damage. During development, it comprises a single layer of flattened cells that lie just above the cortical stroma and the condensed mesenchyme of the nephrogenic zone. It is in this region that the early stages of nephron induction and formation of new generations ureteric bud branches occur, as the kidney expands."	
<http://purl.obolibrary.org/obo/CL_0000238>		
<http://purl.obolibrary.org/obo/UBERON_0018235>	"A capsule that divides the parenchyma of the pancreas into lobes and lobules."	
<http://purl.obolibrary.org/obo/GO_2000323>	"Any process that stops, prevents or reduces the frequency, rate or extent of glucocorticoid receptor signaling pathway."	
<http://purl.obolibrary.org/obo/CL_1000489>	"A reticular cell that is part of the splenic cord."	"FMA:86497"
<http://purl.obolibrary.org/obo/UBERON_0002215>	"Cartilaginous joint in which the articulating bones or cartilages are connected by hyaline cartilage. Examples: spheno-occipital synchondrosis, first sternocostal joint.[FMA]."	"FMA:7497 SCTID:42903008 MA:0001501 Wikipedia:Synchondrosis EMAPA:35846"
<http://purl.obolibrary.org/obo/UBERON_0005946>	"An outflow tract that is part of a cardiac atrium."	"FMA:14141"
<http://purl.obolibrary.org/obo/GO_1900247>	"Any process that modulates the frequency, rate or extent of cytoplasmic translational elongation."	
<http://purl.obolibrary.org/obo/CL_0000494>	"A photoreceptor cell that detects ultraviolet light."	
<http://purl.obolibrary.org/obo/GO_0045643>	"Any process that modulates the frequency, rate or extent of eosinophil differentiation."	
<http://purl.obolibrary.org/obo/GO_0099537>	"Cell-cell signaling in either direction across the synaptic cleft."	
<http://purl.obolibrary.org/obo/CL_0000237>		
<http://purl.obolibrary.org/obo/CL_2000033>	"Any basal cell of epidermis that is part of a limb."	
<http://purl.obolibrary.org/obo/GO_0060541>	"The progression of the respiratory system over time from its formation to its mature structure. The respiratory system carries out respiratory gaseous exchange."	
<http://purl.obolibrary.org/obo/UBERON_0018321>	"Foramen that allows the passge of the glossopharyngeal nerve (cranial nerve IX)."	
<http://purl.obolibrary.org/obo/CL_0011110>	"Neuron that secretes histamine."	"FBbt:00007367"
<http://purl.obolibrary.org/obo/UBERON_0001639>	"A portal vein that transports nutrients from the digestive tract to the liver[Kardong]."	"MA:0002132 VHOG:0000642 FMA:50735 Wikipedia:Hepatic_portal_vein TAO:0005090 AAO:0010214 ZFA:0005090"
<http://purl.obolibrary.org/obo/UBERON_0000068>	"A life cycle stage that starts with fertilization and ends with the fully formed embryo."	"HsapDv:0000002 WBls:0000092 OGES:000022 OGES:000000 WBls:0000102 WBls:0000003 SCTID:296280003 FBdv:00005289 XAO:1000012 EV:0300001 FMA:72652 BilaDO:0000002 MmusDv:0000002"
<http://purl.obolibrary.org/obo/UBERON_0010712>	"Skeletal subdivision that is a segment of the limb skeleton."	"VSAO:0005018"
<http://purl.obolibrary.org/obo/UBERON_0027368>	"The larger of two chemoarchitectural compartments identified in the neostriatum through differential staining for various biochemical markers. It usually is identified through differentially high staining for acetylcholinesterase and calbinin D28K."	"NLXANAT:20090503"
<http://purl.obolibrary.org/obo/PR_Q9UHF0>	"A tachykinin-3 that is encoded in the genome of human."	"UniProtKB:Q9UHF0"
<http://purl.obolibrary.org/obo/GO_0010454>	"Any process that stops, prevents or reduces the frequency or rate of cell fate commitment. Cell fate commitment is the commitment of cells to specific cell fates and their capacity to differentiate into particular kinds of cells. Positional information is established through protein signals that emanate from a localized source within a cell (the initial one-cell zygote) or within a developmental field."	
<http://purl.obolibrary.org/obo/GO_0006879>	"A homeostatic process involved in the maintenance of a steady state level of iron ions within a cell."	
<http://purl.obolibrary.org/obo/GO_0042472>	"The process in which the anatomical structures of the inner ear are generated and organized. The inner ear is the structure in vertebrates that contains the organs of balance and hearing. It consists of soft hollow sensory structures (the membranous labyrinth) containing fluid (endolymph) surrounded by fluid (perilymph) and encased in a bony cavity (the bony labyrinth). It consists of two chambers, the sacculus and utriculus, from which arise the cochlea and semicircular canals respectively."	
<http://purl.obolibrary.org/obo/UBERON_0002802>	"Parietal lobe of the left hemisphere of the brain."	"FMA:72974 BIRNLEX:1728 SCTID:314147009 UMLS:C1281960"
<http://purl.obolibrary.org/obo/CL_0000513>	"A precursor cell destined to differentiate into cardiac muscle cell."	"FMA:84797"
<http://purl.obolibrary.org/obo/GO_0051173>	"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."	
<http://purl.obolibrary.org/obo/UBERON_0016446>	"A strand of hair that is part of a head."	"FMA:54241"
<http://purl.obolibrary.org/obo/GO_1904988>	"Any process that stops, prevents or reduces the frequency, rate or extent of endothelial cell activation."	
<http://purl.obolibrary.org/obo/UBERON_0006717>	"The collection of all skeletal elements in an autopodium region."	"VSAO:0005019"
<http://purl.obolibrary.org/obo/GO_0099531>	"The pathway leading to secretion of a neurotransmitter from the presynapse as part of synaptic transmission."	
<http://purl.obolibrary.org/obo/UBERON_0010059>		"EHDAA2:0004610"
<http://purl.obolibrary.org/obo/CL_2000059>	"Any microvascular endothelial cell that is part of a prostate gland."	
<http://purl.obolibrary.org/obo/UBERON_8410028>	"An arteriole located in the vermiform appendix."	
<http://purl.obolibrary.org/obo/UBERON_0000047>	"An eye with one concave chamber. Note that 'simple' does not imply a reduced level of complexity or acuity."	"TGMA:0000729 Wikipedia:Eye#Simple_eyes"
<http://purl.obolibrary.org/obo/UBERON_0003544>	"The regions of the brain that are largely or entirely composed of myelinated nerve cell axons and contain few or no neural cell bodies or dendrites."	"NCIT:C49334 MA:0000820 EMAPA:35187 UMLS:C1706995"
<http://purl.obolibrary.org/obo/GO_0060986>	"The regulated release of a hormone into the circulatory system."	
<http://purl.obolibrary.org/obo/UBERON_0001862>	"The part of the membranous labyrinth that includes the utricle and saccule lodged within the vestibule and the semicircular ducts lodged eccentrically in the corresponding canals."	"XAO:0004145 UMLS:C0042606 CALOHA:TS-0479 EHDAA2:0000832 EHDAA:4706 MA:0000245 EMAPA:17286 Wikipedia:Inner_ear FMA:61255 NCIT:C33871 BTO:0001856"
<http://purl.obolibrary.org/obo/GO_0048568>	"Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."	
<http://purl.obolibrary.org/obo/GO_0007613>	"The activities involved in the mental information processing system that receives (registers), modifies, stores, and retrieves informational stimuli. The main stages involved in the formation and retrieval of memory are encoding (processing of received information by acquisition), storage (building a permanent record of received information as a result of consolidation) and retrieval (calling back the stored information and use it in a suitable way to execute a given task)."	"Wikipedia:Memory"
<http://purl.obolibrary.org/obo/GO_0065008>	"Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."	
<http://purl.obolibrary.org/obo/UBERON_0005891>	"The epithelial lining of the surface of the coelom."	"Wikipedia:Coelomic_epithelium XAO:0000329"
<http://purl.obolibrary.org/obo/GO_0150033>	"Any process that stops, prevents or reduces the frequency, rate or extent of protein localization to lysosome."	
<http://purl.obolibrary.org/obo/UBERON_0013755>	"A blood that is part of a artery."	"FMA:83066"
<http://purl.obolibrary.org/obo/CL_0000809>	"A thymocyte expressing the alpha-beta T cell receptor complex as well as both the CD4 and CD8 coreceptors."	
<http://purl.obolibrary.org/obo/UBERON_0002450>	"The maternal uterine-derived portion of the placenta."	"MAT:0000290 MESH:D003656 SCTID:362842004 UMLS:C0011106 NCIT:C32425 FMA:85538 Wikipedia:Decidua BTO:0001360 EMAPA:35269 CALOHA:TS-0193 GAID:378 MA:0001722 MIAA:0000290"
<http://purl.obolibrary.org/obo/GO_0051770>	"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of a nitric oxide synthase enzyme."	
<http://purl.obolibrary.org/obo/CL_0009003>	"Any cell in the midgut (middle subdivision of a digestive tract) of an insect larva."	"http://en.wikipedia.org/wiki/Insect#Midgut GOC:pr"
<http://purl.obolibrary.org/obo/CL_0000047>	"An undifferentiated neural cell that originates from the neuroectoderm and has the capacity both to perpetually self-renew without differentiating and to generate multiple central nervous system neuronal and glial cell types."	"CALOHA:TS-2360 BTO:0002881 FMA:86684"
<http://purl.obolibrary.org/obo/CL_1000504>	"A cell that is part of a renal medulla."	"KUPO:0001017"
<http://purl.obolibrary.org/obo/GO_0072337>	"The directed movement of modified amino acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	
<http://purl.obolibrary.org/obo/GO_0055026>	"Any process that stops, prevents, or reduces the frequency, rate or extent of cardiac muscle tissue development."	
<http://purl.obolibrary.org/obo/UBERON_0009768>	"An inter-phalangeal joint that connects a distal phalanx to either a medial or proximal phalanx."	"FMA:65024 NCIT:C101529"
<http://purl.obolibrary.org/obo/GO_1904654>	"Any process that stops, prevents or reduces the frequency, rate or extent of lung alveolus development."	
<http://purl.obolibrary.org/obo/GO_0061529>	"The regulated release of epinephrine by a cell in which the epinephrine acts as a neurotransmitter."	
<http://purl.obolibrary.org/obo/CL_0002194>	"A cell involved in the formation of a monocyte (monopoiesis)."	"FMA:83552"
<http://purl.obolibrary.org/obo/CL_0011107>	"OBSOLETE: Astrocyte-like radial glial cell that extends vertically throughout the retina, with the nucleus are usually in the middle of the inner nuclear layer."	
<http://purl.obolibrary.org/obo/CL_0002340>	"The exocrine cell of the prostate, this epithelial cell secretes prostatic acid phosphotase and PSA, and is dependent on androgen hormones for survival."	
<http://purl.obolibrary.org/obo/UBERON_0001280>	"The functional units of the liver including the lobules."	"SCTID:363535004 XAO:0000454 VHOG:0000539 FMA:17540 AAO:0010405 EMAPA:17203 NCIT:C32735 EHDAA:2201 EHDAA2:0001004 MA:0000366 UMLS:C0736268"
<http://purl.obolibrary.org/obo/UBERON_0022318>	"Middle layer of olfactory cortex lying deep to layer 1 and superficial to layer 3, characterized by a compact layer of cell bodies. It can be divided into a superficial part and a deep part."	"NLX:152610"
<http://purl.obolibrary.org/obo/GO_0051222>	"Any process that activates or increases the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	
<http://purl.obolibrary.org/obo/GO_0046000>	"Any process that activates or increases the frequency, rate or extent of the regulated release of ecdysteroid."	
<http://purl.obolibrary.org/obo/CL_0000099>	"Most generally any neuron which is not motor or sensory. Interneurons may also refer to neurons whose axons remain within a particular brain region as contrasted with projection neurons which have axons projecting to other brain regions."	"FBbt:00005125 WBbt:0005113 FMA:67313 BTO:0003811"
<http://purl.obolibrary.org/obo/GO_1904754>	"Any process that activates or increases the frequency, rate or extent of vascular associated smooth muscle cell migration."	
<http://purl.obolibrary.org/obo/CL_4028001>	"Any capillary endothelial cell that is part of a lung."	
<http://purl.obolibrary.org/obo/CL_0017502>	"Cytoplasm that exhibits a characteristic staining and color, red or pink, with Eosin stain."	
<http://purl.obolibrary.org/obo/GO_2000523>	"Any process that modulates the frequency, rate or extent of T cell costimulation."	
<http://purl.obolibrary.org/obo/GO_0072286>	"The process whose specific outcome is the progression of the metanephric connecting tubule over time, from its formation to the mature structure. The metanephric connecting tubule is a tubular segment of the metanephric nephron; it connects the distal convoluted tubule to the collecting duct in the metanephros."	
<http://purl.obolibrary.org/obo/GO_0003245>	"The developmental growth of cardiac muscle tissue that contributes to the shaping of the heart."	
<http://purl.obolibrary.org/obo/GO_0002652>	"Any process that modulates the frequency, rate, or extent of tolerance induction dependent upon immune response."	
<http://purl.obolibrary.org/obo/PR_P01903>	"An MHC class II histocompatibility antigen alpha chain DRA that is encoded in the genome of human."	"MRO:0000693 UniProtKB:P01903"
<http://purl.obolibrary.org/obo/CL_2000074>	"Any leukocyte that is part of a spleen."	
<http://purl.obolibrary.org/obo/GO_1902864>	"Any process that stops, prevents or reduces the frequency, rate or extent of embryonic camera-type eye development."	
<http://purl.obolibrary.org/obo/CL_0005024>	"A motor neuron that innervates a skeletal muscle.  These motor neurons are all excitatory and cholinergic."	
<http://purl.obolibrary.org/obo/CL_4030034>	"A ciliated cell of the respiratory system. Ciliated cells are present in airway epithelium."	
<http://purl.obolibrary.org/obo/UBERON_0002707>	"The corticospinal fibers that arise from the pyramidal cells within the cerebral cortex layer V of the precentral motor area, the premotor area and the postcentral gyrus, then descend into and through the medulla to form the lateral corticospinal tract and the anterior corticospinal tract."	"SCTID:362325000 BIRNLEX:1464 FMA:72634 GAID:702 UMLS:C0034229 MESH:D011712 neuronames:1320 EMAPA:36600 neuronames:800 Wikipedia:Corticospinal_tract BM:CST DHBA:12776 DMBA:17756 MBA:190 BAMS:P MBA:784 BM:Me-PyT HBA:265505574"
<http://purl.obolibrary.org/obo/GO_0070013>	"An organelle lumen that is part of an intracellular organelle."	
<http://purl.obolibrary.org/obo/GO_0015031>	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	
<http://purl.obolibrary.org/obo/GO_2000549>	"Any process that activates or increases the frequency, rate or extent of dendritic cell dendrite assembly."	
<http://purl.obolibrary.org/obo/CL_0005012>	"A ciliated epithelial cell with many cilia."	
<http://purl.obolibrary.org/obo/CL_0000148>	"A pigment cell derived from the neural crest. Contains melanin-filled pigment granules, which gives a brown to black appearance."	"MESH:D008544 VHOG:0001679 CALOHA:TS-0613 BTO:0000847 FMA:70545"
<http://purl.obolibrary.org/obo/CL_0000628>	"A cell that can perform photosynthesis, in which carbohydrates are synthesized from carbon dioxide and water, using light as the energy source."	
<http://purl.obolibrary.org/obo/GO_1901626>	"Any process that modulates the frequency, rate or extent of postsynaptic membrane organization."	
<http://purl.obolibrary.org/obo/GO_0071895>	"The process in which a relatively unspecialized cell of neural crest origin acquires the specialized features of an odontoblast, a cell on the outer surface of the dental pulp whose biological function is the creation of dentin."	
<http://purl.obolibrary.org/obo/CL_0000362>	"An epithelial cell of the integument (the outer layer of an organism)."	"FMA:62411 MESH:D000078404 CALOHA:TS-0283 BTO:0001470"
<http://purl.obolibrary.org/obo/CL_0000427>	"A scaffolding cell type found in C. elegans, this cell plays a supportive role to the muscle arms. May also have an endocrine role."	
<http://purl.obolibrary.org/obo/UBERON_0013704>	"A tubular passage that extends from the primitive pit into the head process during the early stages of embryonic development in mammals. It perforates the splanchnopleure layer so that the yolk sac and the amnion are connected temporarily."	"NCIT:C34230 UMLS:C1518428 FMA:293127"
<http://purl.obolibrary.org/obo/CL_0007013>	"Odontoblast that is terminally differentiated and derived from an odontogenic papilla and associated with dentine."	
<http://purl.obolibrary.org/obo/GO_1904650>	"Any process that stops, prevents or reduces the frequency, rate or extent of fat cell apoptotic process."	
<http://purl.obolibrary.org/obo/CL_0000704>	"A specialized endothelial cell that senses extracellular signals and guides the directed growth of blood vessels."	
<http://purl.obolibrary.org/obo/UBERON_0001208>	"A submucosa that is part of a large intestine [Automatically generated definition]."	"EMAPA:37560 MA:0002690 BTO:0002111 NCIT:C32930 UMLS:C0734204 FMA:14970"
<http://purl.obolibrary.org/obo/UBERON_0001114>	"The right lobe is much larger than the left; the proportion between them being as six to one. It occupies the right hypochondrium, and is separated from the left lobe on its upper surface by the falciform ligament; on its under and posterior surfaces by the left sagittal fossa; and in front by the umbilical notch. It is of a somewhat quadrilateral form, its under and posterior surfaces being marked by three fossæ: the porta and the fossæ for the gall-bladder and inferior vena cava, which separate its left part into two smaller lobes; the quadrate and caudate lobes. [WP,unvetted]."	"FMA:13362 Wikipedia:Right_lobe_of_liver EHDAA2:0001008 VHOG:0001424 MA:0000363 SCTID:362182008 UMLS:C0227481 TAO:0005173 EHDAA:4001 ZFA:0005173 NCIT:C33481 EMAPA:18311"
<http://purl.obolibrary.org/obo/GO_0005044>	"Combining with any modified low-density lipoprotein (LDL) or other polyanionic ligand and delivering the ligand into the cell via endocytosis. Ligands include acetylated and oxidized LDL, Gram-positive and Gram-negative bacteria, apoptotic cells, amyloid-beta fibrils, and advanced glycation end products (AGEs)."	
<http://purl.obolibrary.org/obo/CL_1000430>		
<http://purl.obolibrary.org/obo/GO_2001018>	"Any process that stops, prevents or reduces the frequency, rate or extent of retrograde axon cargo transport."	
<http://purl.obolibrary.org/obo/UBERON_0022292>		"SCTID:282511007 NCIT:C33596"
<http://purl.obolibrary.org/obo/CL_1000696>		"KUPO:0001107"
<http://purl.obolibrary.org/obo/GO_0003415>	"The growth of a chondrocyte, where growth contributes to the progression of the chondrocyte over time."	
<http://purl.obolibrary.org/obo/GO_2000794>	"Any process that modulates the frequency, rate or extent of epithelial cell proliferation involved in lung morphogenesis."	
<http://purl.obolibrary.org/obo/GO_0005737>	"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."	"Wikipedia:Cytoplasm"
<http://purl.obolibrary.org/obo/CL_0000582>	"A neutrophil precursor in the granulocytic series, being a cell intermediate in development between a myelocyte and the band form neutrophil. The protein synthesis seen in earlier stages decreases or stops; the nucleus becomes indented where the indentation is smaller than half the distance to the farthest nuclear margin; chromatin becomes coarse and clumped; specific granules predominate while primary granules are rare; and the cytoplasm becomes amphophilic like that of a mature granulocyte. This cell type is integrin alpha-M-positive, CD13-negative, CD15-positive, CD16-positive, CD33-positive, CD24-positive, fMLP receptor-negative and has expression of C/EBP-a, C/EBP-e, PU.1 transcription factor, lactotransferrin, myeloperoxidase and neutrophil gelatinase associated lipocalin."	"FMA:84197"
<http://purl.obolibrary.org/obo/UBERON_0001064>	"A duct joining the pancreas to the common bile duct to supply pancreatic juices which aid in digestion provided by the exocrine pancreas. The pancreatic duct joins the common bile duct just prior to the ampulla of Vater, after which both ducts perforate the medial side of the second portion of the duodenum at the major duodenal papilla."	"MA:0000126 EMAPA:17510 EHDAA2:0001396 FMA:16003 SCTID:245385001 UMLS:C0030288 VHOG:0000256 MESH:D010183 NCIT:C12272 EHDAA:6905 Wikipedia:Pancreatic_duct GAID:337 RETIRED_EHDAA2:0002177 BTO:0002362"
<http://purl.obolibrary.org/obo/GO_0060877>	"The pattern specification process that results in the subdivision of the otic epithelium in space to define an area or volume in which cells will differentiate to give rise to the semicircular canals."	
<http://purl.obolibrary.org/obo/PR_Q61830>	"A macrophage mannose receptor 1 that is encoded in the genome of mouse."	"UniProtKB:Q61830"
<http://purl.obolibrary.org/obo/PR_P10147>	"A C-C motif chemokine 3 that is encoded in the genome of human."	"UniProtKB:P10147"
<http://purl.obolibrary.org/obo/PATO_0001604>	"A life span which is relatively low."	
<http://purl.obolibrary.org/obo/GO_0043934>	"The process whose specific outcome is the progression of a spore over time, from its initiation to the mature structure. A spore is a structure that can be used for dissemination, for survival of adverse conditions because of its heat and dessication resistance, and/or for reproduction."	"Wikipedia:Spore"
<http://purl.obolibrary.org/obo/UBERON_0035539>	"Any of several arteries that arise from the aorta and supply blood to the esophagus."	"UMLS:C0226294 NCIT:C32535 FMA:4149 SCTID:56548006"
<http://purl.obolibrary.org/obo/GO_0032241>	"Any process that activates or increases the frequency, rate or extent of the directed movement of nucleobases, nucleosides, nucleotides and nucleic acids, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	
<http://purl.obolibrary.org/obo/UBERON_0005225>	"An epithelium that is part of a hindlimb stylopod [Automatically generated definition]."	"VHOG:0001041 EHDAA2:0002131 EMAPA:17500"
<http://purl.obolibrary.org/obo/UBERON_0000941>	"Cranial nerve fiber tract which is comprised of retinal ganglion cell axons running posterior medially towards the optic chiasm, at which some of the axons cross the midline and after which the structure is termed the optic tract. Transmits visual information from the retina to the brain[ZFA]."	"TAO:0000435 EMAPA:17575 NCIT:C12761 FMA:50863 BAMS:2n CALOHA:TS-0713 BIRNLEX:1640 EFO:0004258 MBA:848 XAO:0000188 EHDAA2:0001313 ZFA:0000435 AAO:0010345 EHDAA:6788 DHBA:15544 neuronames:289 BAMS:IIn HBA:9307 GAID:831 Wikipedia:Optic_nerve MA:0001097 VHOG:0000543 SCTID:180938001 UMLS:C0029130 MESH:D009900 BAMS:nII"
<http://purl.obolibrary.org/obo/GO_1901825>	"The chemical reactions and pathways involving zeaxanthin."	
<http://purl.obolibrary.org/obo/GO_0032289>	"The process in which the wraps of cell membrane that constitute myelin are laid down around an axon by an oligodendrocyte in the central nervous system."	
<http://purl.obolibrary.org/obo/BFO_0000004>	"b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])"@en	
<http://purl.obolibrary.org/obo/UBERON_0009127>	"Cranial ganglion which develops from an epibranchial placode."	"TAO:0001555 ZFA:0001555"
<http://purl.obolibrary.org/obo/UBERON_0003448>	"A nerve that is part of a manus [Automatically generated definition]."	"EMAPA:37340 MA:0000629"
<http://purl.obolibrary.org/obo/UBERON_0007289>	"A presumptive structure that has the potential to develop into a rhombomere 1."	"ZFA:0001207 TAO:0001207"
<http://purl.obolibrary.org/obo/CL_1000697>		"KUPO:0001108"
<http://purl.obolibrary.org/obo/PR_000002031>	"A membrane alanyl aminopeptidase-like metallopeptidase that is a translation product of the human ANPEP gene or a 1:1 ortholog thereof."	"IUPHARobj:1560"
<http://purl.obolibrary.org/obo/CL_1000431>		
<http://purl.obolibrary.org/obo/GO_1903804>	"The directed movement of glycine from outside of a cell, across the plasma membrane and into the cytosol."	
<http://purl.obolibrary.org/obo/CL_1000308>	"A fibrocyte that is part of the adventitia of ureter."	"FMA:261289"
<http://purl.obolibrary.org/obo/GO_2000256>	"Any process that activates or increases the frequency, rate or extent of male germ cell proliferation."	
<http://purl.obolibrary.org/obo/GO_0043650>	"The chemical reactions and pathways resulting in the formation of dicarboxylic acids, any organic acid containing two carboxyl (-COOH) groups."	
<http://purl.obolibrary.org/obo/GO_0002871>	"Any process that modulates the frequency, rate, or extent of natural killer cell tolerance induction."	
<http://purl.obolibrary.org/obo/UBERON_0002555>	"The portion of the hypothalamus located generally internal to the region of the infundibulum."	"UMLS:C0020669 TAO:0006000 BAMS:IHR FMA:62028 neuronames:392 BIRNLEX:1015 MESH:D007033"
<http://purl.obolibrary.org/obo/GO_0032065>	"A process in which a protein or protein complex is maintained in a specific location in the cell cortex."	
<http://purl.obolibrary.org/obo/UBERON_0002354>	"The cardiac Purkinje fiber is part of the cardiac conduction system that receives signals from the bundle of His and innervates the ventricular cardiac muscle."	"MESH:D011690 BTO:0001735 NCIT:C33430 EMAPA:35718 MA:0000096 UMLS:C0034144 FMA:9492 GAID:560 Wikipedia:Purkinje_fiber"
