#curie_map:
#  FBbt: "http://purl.obolibrary.org/obo/FBbt_"
#  UBERON: "http://purl.obolibrary.org/obo/UBERON_"
#  CL: "http://purl.obolibrary.org/obo/CL_"
#mapping_provider: "http://purl.obolibrary.org/obo/FBbt.owl"
subject_id	subject_label	predicate_id	object_id	mapping_justification
FBbt:00004958	seminal vesicle	semapv:crossSpeciesExactMatch	UBERON:0006868	semapv:ManualMappingCuration
FBbt:00004969	integumentary system	semapv:crossSpeciesExactMatch	UBERON:0002416	semapv:ManualMappingCuration
FBbt:00004970	cuticle	semapv:crossSpeciesExactMatch	UBERON:0001001	semapv:ManualMappingCuration
FBbt:00004973	exocuticle	semapv:crossSpeciesExactMatch	UBERON:0003201	semapv:ManualMappingCuration
FBbt:00004974	endocuticle	semapv:crossSpeciesExactMatch	UBERON:0003202	semapv:ManualMappingCuration
FBbt:00004979	trichome	semapv:crossSpeciesExactMatch	UBERON:6004979	semapv:ManualMappingCuration
FBbt:00004983	embryonic/larval cuticle	semapv:crossSpeciesExactMatch	UBERON:6004983	semapv:ManualMappingCuration
FBbt:00004986	third instar larval cuticle	semapv:crossSpeciesExactMatch	UBERON:6004986	semapv:ManualMappingCuration
FBbt:00004987	puparium cuticle	semapv:crossSpeciesExactMatch	UBERON:0018656	semapv:ManualMappingCuration
FBbt:00004993	epidermis	semapv:crossSpeciesExactMatch	UBERON:0007376	semapv:ManualMappingCuration
FBbt:00004994	epidermoblast	semapv:crossSpeciesExactMatch	CL:0000464	semapv:ManualMappingCuration
FBbt:00004995	oenocyte	semapv:crossSpeciesExactMatch	CL:0000487	semapv:ManualMappingCuration
FBbt:00005023	imaginal precursor	semapv:crossSpeciesExactMatch	UBERON:6005023	semapv:ManualMappingCuration
FBbt:00005024	tracheal system	semapv:crossSpeciesExactMatch	UBERON:0005155	semapv:ManualMappingCuration
FBbt:00005036	tracheal pit	semapv:crossSpeciesExactMatch	UBERON:6005036	semapv:ManualMappingCuration
FBbt:00005037	tracheal primordium	semapv:crossSpeciesExactMatch	UBERON:6005037	semapv:ManualMappingCuration
FBbt:00005038	tracheocyte	semapv:crossSpeciesExactMatch	CL:0008026	semapv:ManualMappingCuration
FBbt:00005043	trachea	semapv:crossSpeciesExactMatch	UBERON:6005043	semapv:ManualMappingCuration
FBbt:00005054	spiracle	semapv:crossSpeciesExactMatch	UBERON:6005054	semapv:ManualMappingCuration
FBbt:00005055	digestive system	semapv:crossSpeciesExactMatch	UBERON:0001007	semapv:ManualMappingCuration
FBbt:00005056	excretory system	semapv:crossSpeciesExactMatch	UBERON:0001008	semapv:ManualMappingCuration
FBbt:00005057	circulatory system	semapv:crossSpeciesExactMatch	UBERON:0009054	semapv:ManualMappingCuration
FBbt:00005058	pericardial cell	semapv:crossSpeciesExactMatch	CL:0000474	semapv:ManualMappingCuration
FBbt:00005059	garland cell	semapv:crossSpeciesExactMatch	CL:0000486	semapv:ManualMappingCuration
FBbt:00005060	hemocoel	semapv:crossSpeciesExactMatch	UBERON:0002323	semapv:ManualMappingCuration
FBbt:00005061	hemolymph	semapv:crossSpeciesExactMatch	UBERON:0001011	semapv:ManualMappingCuration
FBbt:00005062	prohemocyte	semapv:crossSpeciesExactMatch	CL:0000385	semapv:ManualMappingCuration
FBbt:00005063	hemocyte	semapv:crossSpeciesExactMatch	CL:0000387	semapv:ManualMappingCuration
FBbt:00005066	fat body	semapv:crossSpeciesExactMatch	UBERON:0003917	semapv:ManualMappingCuration
FBbt:00005068	endocrine system	semapv:crossSpeciesExactMatch	UBERON:0000949	semapv:ManualMappingCuration
FBbt:00005070	visceral muscle cell	semapv:crossSpeciesExactMatch	CL:0008007	semapv:ManualMappingCuration
FBbt:00005073	somatic muscle cell	semapv:crossSpeciesExactMatch	CL:0008004	semapv:ManualMappingCuration
FBbt:00005074	muscle cell	semapv:crossSpeciesExactMatch	CL:0000187	semapv:ManualMappingCuration
FBbt:00005083	myoblast	semapv:crossSpeciesExactMatch	CL:0000056	semapv:ManualMappingCuration
FBbt:00005093	nervous system	semapv:crossSpeciesExactMatch	UBERON:0001016	semapv:ManualMappingCuration
FBbt:00005094	central nervous system	semapv:crossSpeciesExactMatch	UBERON:0001017	semapv:ManualMappingCuration
FBbt:00005095	brain	semapv:crossSpeciesExactMatch	UBERON:0000955	semapv:ManualMappingCuration
FBbt:00005096	stomatogastric nervous system	semapv:crossSpeciesExactMatch	UBERON:6005096	semapv:ManualMappingCuration
FBbt:00005097	ventral nerve cord	semapv:crossSpeciesExactMatch	UBERON:0000934	semapv:ManualMappingCuration
FBbt:00005098	peripheral nervous system	semapv:crossSpeciesExactMatch	UBERON:0000010	semapv:ManualMappingCuration
FBbt:00005099	neuron projection bundle	semapv:crossSpeciesExactMatch	UBERON:0000122	semapv:ManualMappingCuration
FBbt:00005100	tract	semapv:crossSpeciesExactMatch	UBERON:0001018	semapv:ManualMappingCuration
FBbt:00005105	nerve	semapv:crossSpeciesExactMatch	UBERON:0001021	semapv:ManualMappingCuration
FBbt:00005106	neuron	semapv:crossSpeciesExactMatch	CL:0000540	semapv:ManualMappingCuration
FBbt:00005123	motor neuron	semapv:crossSpeciesExactMatch	CL:0000100	semapv:ManualMappingCuration
FBbt:00005124	sensory neuron	semapv:crossSpeciesExactMatch	CL:0000101	semapv:ManualMappingCuration
FBbt:00005125	interneuron	semapv:crossSpeciesExactMatch	CL:0000099	semapv:ManualMappingCuration
FBbt:00005128	pioneer neuron	semapv:crossSpeciesExactMatch	CL:0000116	semapv:ManualMappingCuration
FBbt:00005130	neurosecretory neuron	semapv:crossSpeciesExactMatch	CL:0000165	semapv:ManualMappingCuration
FBbt:00005131	dopaminergic neuron	semapv:crossSpeciesExactMatch	CL:0000700	semapv:ManualMappingCuration
FBbt:00005133	serotonergic neuron	semapv:crossSpeciesExactMatch	CL:0000850	semapv:ManualMappingCuration
FBbt:00005136	sensory nerve	semapv:crossSpeciesExactMatch	UBERON:0001027	semapv:ManualMappingCuration
FBbt:00005139	neuropil	semapv:crossSpeciesExactMatch	UBERON:0002606	semapv:ManualMappingCuration
FBbt:00005144	glial cell	semapv:crossSpeciesExactMatch	CL:0000125	semapv:ManualMappingCuration
FBbt:00005145	glioblast	semapv:crossSpeciesExactMatch	CL:0000340	semapv:ManualMappingCuration
FBbt:00005146	neuroblast	semapv:crossSpeciesExactMatch	CL:0000338	semapv:ManualMappingCuration
FBbt:00005147	neuroglioblast	semapv:crossSpeciesExactMatch	CL:0000468	semapv:ManualMappingCuration
FBbt:00005149	ganglion mother cell	semapv:crossSpeciesExactMatch	CL:0000469	semapv:ManualMappingCuration
FBbt:00005155	sense organ	semapv:crossSpeciesExactMatch	UBERON:0000020	semapv:ManualMappingCuration
FBbt:00005157	chemosensory sensory organ	semapv:crossSpeciesExactMatch	UBERON:0000005	semapv:ManualMappingCuration
FBbt:00005158	olfactory sensory organ	semapv:crossSpeciesExactMatch	UBERON:0002268	semapv:ManualMappingCuration
FBbt:00005159	gustatory sensory organ	semapv:crossSpeciesExactMatch	UBERON:0003212	semapv:ManualMappingCuration
FBbt:00005162	photoreceptor	semapv:crossSpeciesExactMatch	UBERON:0000970	semapv:ManualMappingCuration
FBbt:00005168	external sensory organ	semapv:crossSpeciesExactMatch	UBERON:6005168	semapv:ManualMappingCuration
FBbt:00005169	trichogen cell	semapv:crossSpeciesExactMatch	CL:0000374	semapv:ManualMappingCuration
FBbt:00005171	tormogen cell	semapv:crossSpeciesExactMatch	CL:0000372	semapv:ManualMappingCuration
FBbt:00005173	thecogen cell	semapv:crossSpeciesExactMatch	CL:0000380	semapv:ManualMappingCuration
FBbt:00005177	chaeta	semapv:crossSpeciesExactMatch	UBERON:6005177	semapv:ManualMappingCuration
FBbt:00005215	chordotonal organ	semapv:crossSpeciesExactMatch	UBERON:0001038	semapv:ManualMappingCuration
FBbt:00005219	scolopale cell	semapv:crossSpeciesExactMatch	CL:0000382	semapv:ManualMappingCuration
FBbt:00005221	scolopidial ligament cell	semapv:crossSpeciesExactMatch	CL:0000407	semapv:ManualMappingCuration
FBbt:00005317	gastrula embryo	semapv:crossSpeciesExactMatch	UBERON:0004734	semapv:ManualMappingCuration
FBbt:00005333	late embryo	semapv:crossSpeciesExactMatch	UBERON:0000323	semapv:ManualMappingCuration
FBbt:00005338	second instar larva	semapv:crossSpeciesExactMatch	UBERON:0018382	semapv:ManualMappingCuration
FBbt:00005378	wing margin	semapv:crossSpeciesExactMatch	UBERON:6005378	semapv:ManualMappingCuration
FBbt:00005379	foregut	semapv:crossSpeciesExactMatch	UBERON:0001041	semapv:ManualMappingCuration
FBbt:00005380	pharynx	semapv:crossSpeciesExactMatch	UBERON:0006562	semapv:ManualMappingCuration
FBbt:00005382	salivary gland	semapv:crossSpeciesExactMatch	UBERON:0001044	semapv:ManualMappingCuration
FBbt:00005383	midgut	semapv:crossSpeciesExactMatch	UBERON:0001045	semapv:ManualMappingCuration
FBbt:00005384	hindgut	semapv:crossSpeciesExactMatch	UBERON:0001046	semapv:ManualMappingCuration
FBbt:00005386	glomerulus	semapv:crossSpeciesExactMatch	UBERON:0001047	semapv:ManualMappingCuration
FBbt:00005393	embryonic/larval integumentary system	semapv:crossSpeciesExactMatch	UBERON:6005393	semapv:ManualMappingCuration
FBbt:00005396	adult integumentary system	semapv:crossSpeciesExactMatch	UBERON:6005396	semapv:ManualMappingCuration
FBbt:00005412	gamete	semapv:crossSpeciesExactMatch	CL:0000300	semapv:ManualMappingCuration
FBbt:00005413	anlage in statu nascendi	semapv:crossSpeciesExactMatch	UBERON:6005413	semapv:ManualMappingCuration
FBbt:00005426	anlage	semapv:crossSpeciesExactMatch	UBERON:0007688	semapv:ManualMappingCuration
FBbt:00005427	ectoderm anlage	semapv:crossSpeciesExactMatch	UBERON:6005427	semapv:ManualMappingCuration
FBbt:00005428	dorsal ectoderm anlage	semapv:crossSpeciesExactMatch	UBERON:6005428	semapv:ManualMappingCuration
FBbt:00005434	visual anlage	semapv:crossSpeciesExactMatch	UBERON:6005434	semapv:ManualMappingCuration
FBbt:00005436	trunk mesoderm anlage	semapv:crossSpeciesExactMatch	UBERON:6005436	semapv:ManualMappingCuration
FBbt:00005439	clypeo-labral anlage	semapv:crossSpeciesExactMatch	UBERON:6005439	semapv:ManualMappingCuration
FBbt:00005461	circulatory system primordium	semapv:crossSpeciesExactMatch	UBERON:6005461	semapv:ManualMappingCuration
FBbt:00005467	lymph gland primordium	semapv:crossSpeciesExactMatch	UBERON:6005467	semapv:ManualMappingCuration
FBbt:00005495	primordium	semapv:crossSpeciesExactMatch	UBERON:0001048	semapv:ManualMappingCuration
FBbt:00005514	clypeo-labral disc primordium	semapv:crossSpeciesExactMatch	UBERON:6005514	semapv:ManualMappingCuration
FBbt:00005526	dorsal epidermis primordium	semapv:crossSpeciesExactMatch	UBERON:6005526	semapv:ManualMappingCuration
FBbt:00005533	ventral epidermis primordium	semapv:crossSpeciesExactMatch	UBERON:6005533	semapv:ManualMappingCuration
FBbt:00005538	clypeo-labral primordium	semapv:crossSpeciesExactMatch	UBERON:6005538	semapv:ManualMappingCuration
FBbt:00005558	ventral ectoderm	semapv:crossSpeciesExactMatch	UBERON:6005558	semapv:ManualMappingCuration
FBbt:00005569	presumptive embryonic/larval tracheal system	semapv:crossSpeciesExactMatch	UBERON:6005569	semapv:ManualMappingCuration
FBbt:00005756	rectum	semapv:crossSpeciesExactMatch	UBERON:0006866	semapv:ManualMappingCuration
FBbt:00005757	neurohemal organ	semapv:crossSpeciesExactMatch	UBERON:0001053	semapv:ManualMappingCuration
FBbt:00005786	Malpighian tubule	semapv:crossSpeciesExactMatch	UBERON:0001054	semapv:ManualMappingCuration
FBbt:00005797	Malpighian tubule Type II cell	semapv:crossSpeciesExactMatch	CL:1000155	semapv:ManualMappingCuration
FBbt:00005799	corpus cardiacum	semapv:crossSpeciesExactMatch	UBERON:0001056	semapv:ManualMappingCuration
FBbt:00005800	corpus allatum	semapv:crossSpeciesExactMatch	UBERON:0001057	semapv:ManualMappingCuration
FBbt:00005801	mushroom body	semapv:crossSpeciesExactMatch	UBERON:0001058	semapv:ManualMappingCuration
FBbt:00005802	pars intercerebralis	semapv:crossSpeciesExactMatch	UBERON:0001059	semapv:ManualMappingCuration
FBbt:00005805	Bolwig organ	semapv:crossSpeciesExactMatch	UBERON:6005805	semapv:ManualMappingCuration
FBbt:00005811	articulation	semapv:crossSpeciesExactMatch	UBERON:0004905	semapv:ManualMappingCuration
FBbt:00005812	myotube	semapv:crossSpeciesExactMatch	CL:0002372	semapv:ManualMappingCuration
FBbt:00005830	Bolwig organ primordium	semapv:crossSpeciesExactMatch	UBERON:6005830	semapv:ManualMappingCuration
FBbt:00005831	dorsal imaginal tissue	semapv:crossSpeciesExactMatch	UBERON:6005831	semapv:ManualMappingCuration
FBbt:00005835	extraembryonic structure	semapv:crossSpeciesExactMatch	UBERON:0000478	semapv:ManualMappingCuration
FBbt:00005913	arista lateral	semapv:crossSpeciesExactMatch	UBERON:6005913	semapv:ManualMappingCuration
FBbt:00005917	lymph gland derived hemocyte	semapv:crossSpeciesExactMatch	CL:0000735	semapv:ManualMappingCuration
FBbt:00006011	pharate adult	semapv:crossSpeciesExactMatch	UBERON:6006011	semapv:ManualMappingCuration
FBbt:00006032	mesothoracic tergum primordium	semapv:crossSpeciesExactMatch	UBERON:6006032	semapv:ManualMappingCuration
FBbt:00007000	appendage	semapv:crossSpeciesExactMatch	UBERON:0000026	semapv:ManualMappingCuration
FBbt:00007001	anatomical structure	semapv:crossSpeciesExactMatch	UBERON:0000061	semapv:ManualMappingCuration
FBbt:00007002	cell	semapv:crossSpeciesExactMatch	CL:0000000	semapv:ManualMappingCuration
FBbt:00007003	portion of tissue	semapv:crossSpeciesExactMatch	UBERON:0000479	semapv:ManualMappingCuration
FBbt:00007004	male organism	semapv:crossSpeciesExactMatch	UBERON:0003101	semapv:ManualMappingCuration
FBbt:00007005	epithelium	semapv:crossSpeciesExactMatch	UBERON:0000483	semapv:ManualMappingCuration
FBbt:00007006	developing material anatomical entity	semapv:crossSpeciesExactMatch	UBERON:0005423	semapv:ManualMappingCuration
FBbt:00007009	organism subdivision	semapv:crossSpeciesExactMatch	UBERON:0000475	semapv:ManualMappingCuration
FBbt:00007010	multi-tissue structure	semapv:crossSpeciesExactMatch	UBERON:0000481	semapv:ManualMappingCuration
FBbt:00007011	female organism	semapv:crossSpeciesExactMatch	UBERON:0003100	semapv:ManualMappingCuration
FBbt:00007013	acellular anatomical structure	semapv:crossSpeciesExactMatch	UBERON:0000476	semapv:ManualMappingCuration
FBbt:00007015	immaterial anatomical entity	semapv:crossSpeciesExactMatch	UBERON:0000466	semapv:ManualMappingCuration
FBbt:00007016	material anatomical entity	semapv:crossSpeciesExactMatch	UBERON:0000465	semapv:ManualMappingCuration
FBbt:00007017	anatomical space	semapv:crossSpeciesExactMatch	UBERON:0000464	semapv:ManualMappingCuration
FBbt:00007018	appendage segment	semapv:crossSpeciesExactMatch	UBERON:0010758	semapv:ManualMappingCuration
FBbt:00007019	portion of organism substance	semapv:crossSpeciesExactMatch	UBERON:0000463	semapv:ManualMappingCuration
FBbt:00007020	metatarsus of male prothoracic leg	semapv:crossSpeciesExactMatch	UBERON:6007020	semapv:ManualMappingCuration
FBbt:00007027	cuboidal/columnar epithelium	semapv:crossSpeciesExactMatch	UBERON:0000485	semapv:ManualMappingCuration
FBbt:00007045	trunk ectoderm	semapv:crossSpeciesExactMatch	UBERON:6007045	semapv:ManualMappingCuration
FBbt:00007046	dorsal ectoderm derivative	semapv:crossSpeciesExactMatch	UBERON:6007046	semapv:ManualMappingCuration
FBbt:00007060	multi-cell-component structure	semapv:crossSpeciesExactMatch	UBERON:0005162	semapv:ManualMappingCuration
FBbt:00007070	embryonic/larval posterior inferior protocerebrum	semapv:crossSpeciesExactMatch	UBERON:6007070	semapv:ManualMappingCuration
FBbt:00007091	subperineurial glial sheath	semapv:crossSpeciesCloseMatch	UBERON:0000202	semapv:ManualMappingCuration
FBbt:00007108	imaginal disc epithelial cell	semapv:crossSpeciesExactMatch	CL:0000429	semapv:ManualMappingCuration
FBbt:00007116	presumptive embryonic/larval system	semapv:crossSpeciesExactMatch	UBERON:6007116	semapv:ManualMappingCuration
FBbt:00007145	adult protocerebrum	semapv:crossSpeciesExactMatch	UBERON:6007145	semapv:ManualMappingCuration
FBbt:00007149	segment of antenna	semapv:crossSpeciesExactMatch	UBERON:6007149	semapv:ManualMappingCuration
FBbt:00007150	segment of leg	semapv:crossSpeciesExactMatch	UBERON:6007150	semapv:ManualMappingCuration
FBbt:00007152	sensillum	semapv:crossSpeciesExactMatch	UBERON:0002536	semapv:ManualMappingCuration
FBbt:00007173	cholinergic neuron	semapv:crossSpeciesExactMatch	CL:0000108	semapv:ManualMappingCuration
FBbt:00007228	GABAergic neuron	semapv:crossSpeciesExactMatch	CL:0000617	semapv:ManualMappingCuration
FBbt:00007229	cell cluster organ	semapv:crossSpeciesExactMatch	UBERON:0010001	semapv:ManualMappingCuration
FBbt:00007230	compound cell cluster organ	semapv:crossSpeciesExactMatch	UBERON:0014732	semapv:ManualMappingCuration
FBbt:00007231	external sensillum	semapv:crossSpeciesExactMatch	UBERON:6007231	semapv:ManualMappingCuration
FBbt:00007232	eo-type sensillum	semapv:crossSpeciesExactMatch	UBERON:6007232	semapv:ManualMappingCuration
FBbt:00007233	internal sensillum	semapv:crossSpeciesExactMatch	UBERON:6007233	semapv:ManualMappingCuration
FBbt:00007240	embryonic/larval sensillum	semapv:crossSpeciesExactMatch	UBERON:6007240	semapv:ManualMappingCuration
FBbt:00007242	embryonic/larval head sensillum	semapv:crossSpeciesExactMatch	UBERON:6007242	semapv:ManualMappingCuration
FBbt:00007245	cuticular specialization	semapv:crossSpeciesExactMatch	UBERON:6007245	semapv:ManualMappingCuration
FBbt:00007248	chorionic specialization	semapv:crossSpeciesExactMatch	UBERON:6007248	semapv:ManualMappingCuration
FBbt:00007276	anatomical group	semapv:crossSpeciesExactMatch	UBERON:0034923	semapv:ManualMappingCuration
FBbt:00007277	anatomical cluster	semapv:crossSpeciesExactMatch	UBERON:0000477	semapv:ManualMappingCuration
FBbt:00007278	non-connected functional system	semapv:crossSpeciesExactMatch	UBERON:0015203	semapv:ManualMappingCuration
FBbt:00007280	embryonic/larval head sense organ	semapv:crossSpeciesExactMatch	UBERON:6007280	semapv:ManualMappingCuration
FBbt:00007284	region of integument	semapv:crossSpeciesExactMatch	UBERON:6007284	semapv:ManualMappingCuration
FBbt:00007285	segmental subdivision of integument	semapv:crossSpeciesExactMatch	UBERON:6007285	semapv:ManualMappingCuration
FBbt:00007288	integumentary specialization	semapv:crossSpeciesExactMatch	UBERON:6007288	semapv:ManualMappingCuration
FBbt:00007289	tagmatic subdivision of integument	semapv:crossSpeciesExactMatch	UBERON:6007289	semapv:ManualMappingCuration
FBbt:00007325	epidermal cell	semapv:crossSpeciesExactMatch	CL:0000463	semapv:ManualMappingCuration
FBbt:00007330	organ system subdivision	semapv:crossSpeciesExactMatch	UBERON:0011216	semapv:ManualMappingCuration
FBbt:00007331	segmental subdivision of organ system	semapv:crossSpeciesExactMatch	UBERON:6007331	semapv:ManualMappingCuration
FBbt:00007367	histaminergic neuron	semapv:crossSpeciesExactMatch	CL:0011110	semapv:ManualMappingCuration
FBbt:00007373	internal sense organ	semapv:crossSpeciesExactMatch	UBERON:6007373	semapv:ManualMappingCuration
FBbt:00007410	tracheal lumen	semapv:crossSpeciesExactMatch	UBERON:0006832	semapv:ManualMappingCuration
FBbt:00007424	epithelial furrow	semapv:crossSpeciesExactMatch	UBERON:6007424	semapv:ManualMappingCuration
FBbt:00007474	epithelial tube	semapv:crossSpeciesExactMatch	UBERON:0003914	semapv:ManualMappingCuration
FBbt:00007692	sensory system	semapv:crossSpeciesExactMatch	UBERON:0001032	semapv:ManualMappingCuration
FBbt:00016022	abdominal histoblast primordium	semapv:crossSpeciesExactMatch	UBERON:6016022	semapv:ManualMappingCuration
FBbt:00017021	abdominal histoblast anlage	semapv:crossSpeciesExactMatch	UBERON:6017021	semapv:ManualMappingCuration
FBbt:00040003	non-connected developing system	semapv:crossSpeciesExactMatch	UBERON:6040003	semapv:ManualMappingCuration
FBbt:00040005	synaptic neuropil	semapv:crossSpeciesExactMatch	UBERON:6040005	semapv:ManualMappingCuration
FBbt:00040007	synaptic neuropil domain	semapv:crossSpeciesExactMatch	UBERON:6040007	semapv:ManualMappingCuration
FBbt:00041000	synaptic neuropil block	semapv:crossSpeciesExactMatch	UBERON:6041000	semapv:ManualMappingCuration
FBbt:00047153	anus	semapv:crossSpeciesExactMatch	UBERON:0001245	semapv:ManualMappingCuration
FBbt:00048032	glycinergic neuron	semapv:crossSpeciesExactMatch	CL:1001509	semapv:ManualMappingCuration
FBbt:00057001	anterior-posterior subdivision of organism	semapv:crossSpeciesExactMatch	UBERON:6057001	semapv:ManualMappingCuration
FBbt:00057012	female germline cell	semapv:crossSpeciesExactMatch	CL:0000025	semapv:ManualMappingCuration
FBbt:00058020	juvenile hormone secreting cell	semapv:crossSpeciesExactMatch	CL:0000482	semapv:ManualMappingCuration
FBbt:00058291	dorsal vessel	semapv:crossSpeciesExactMatch	UBERON:0015231	semapv:ManualMappingCuration
FBbt:00100152	row	semapv:crossSpeciesExactMatch	UBERON:0034926	semapv:ManualMappingCuration
FBbt:00100153	sensillum row	semapv:crossSpeciesExactMatch	UBERON:6100153	semapv:ManualMappingCuration
FBbt:00100291	glutamatergic neuron	semapv:crossSpeciesExactMatch	CL:0000679	semapv:ManualMappingCuration
FBbt:00100313	multicellular structure	semapv:crossSpeciesExactMatch	UBERON:0010000	semapv:ManualMappingCuration
FBbt:00100314	duct	semapv:crossSpeciesExactMatch	UBERON:0000058	semapv:ManualMappingCuration
FBbt:00100315	gut section	semapv:crossSpeciesExactMatch	UBERON:0004921	semapv:ManualMappingCuration
FBbt:00100316	diverticulum of gut	semapv:crossSpeciesExactMatch	UBERON:0009854	semapv:ManualMappingCuration
FBbt:00100317	gland	semapv:crossSpeciesExactMatch	UBERON:0002530	semapv:ManualMappingCuration
FBbt:00110636	adult cerebral ganglion	semapv:crossSpeciesExactMatch	UBERON:6110636	semapv:ManualMappingCuration
FBbt:00110746	presumptive prothoracic metatarsus	semapv:crossSpeciesExactMatch	UBERON:6110746	semapv:ManualMappingCuration
FBbt:00110811	presumptive arista	semapv:crossSpeciesExactMatch	UBERON:6110811	semapv:ManualMappingCuration
FBbt:10000000	anatomical entity	semapv:crossSpeciesExactMatch	UBERON:0001062	semapv:ManualMappingCuration
