ID [IRI]	LABEL
http://purl.obolibrary.org/obo/GO_0048754	branching morphogenesis of an epithelial tube
http://purl.obolibrary.org/obo/GO_0048770	pigment granule
http://purl.obolibrary.org/obo/GO_0048771	tissue remodeling
http://purl.obolibrary.org/obo/GO_0048856	anatomical structure development
http://purl.obolibrary.org/obo/GO_0048869	cellular developmental process
http://purl.obolibrary.org/obo/GO_0048870	cell motility
http://purl.obolibrary.org/obo/GO_0048871	multicellular organismal-level homeostasis
http://purl.obolibrary.org/obo/GO_0048872	homeostasis of number of cells
http://purl.obolibrary.org/obo/GO_0050776	regulation of immune response
http://purl.obolibrary.org/obo/GO_0050789	regulation of biological process
http://purl.obolibrary.org/obo/GO_0050793	regulation of developmental process
http://purl.obolibrary.org/obo/GO_0050794	regulation of cellular process
http://purl.obolibrary.org/obo/GO_0050863	regulation of T cell activation
http://purl.obolibrary.org/obo/GO_0050865	regulation of cell activation
http://purl.obolibrary.org/obo/GO_0050877	nervous system process
http://purl.obolibrary.org/obo/GO_0050896	response to stimulus
http://purl.obolibrary.org/obo/GO_0050906	detection of stimulus involved in sensory perception
http://purl.obolibrary.org/obo/GO_0050908	detection of light stimulus involved in visual perception
http://purl.obolibrary.org/obo/GO_0050953	sensory perception of light stimulus
http://purl.obolibrary.org/obo/GO_0050962	detection of light stimulus involved in sensory perception
http://purl.obolibrary.org/obo/GO_0051179	localization
http://purl.obolibrary.org/obo/GO_0051234	establishment of localization
http://purl.obolibrary.org/obo/GO_0051239	regulation of multicellular organismal process
http://purl.obolibrary.org/obo/GO_0051249	regulation of lymphocyte activation
http://purl.obolibrary.org/obo/GO_0051276	chromosome organization
http://purl.obolibrary.org/obo/GO_0051301	cell division
http://purl.obolibrary.org/obo/GO_0051606	detection of stimulus
http://purl.obolibrary.org/obo/GO_0051707	response to other organism
http://purl.obolibrary.org/obo/GO_0051716	cellular response to stimulus
http://purl.obolibrary.org/obo/GO_0055085	transmembrane transport
http://purl.obolibrary.org/obo/GO_0060047	heart contraction
http://purl.obolibrary.org/obo/GO_0060249	anatomical structure homeostasis
http://purl.obolibrary.org/obo/GO_0060284	regulation of cell development
http://purl.obolibrary.org/obo/GO_0060429	epithelium development
http://purl.obolibrary.org/obo/GO_0060562	epithelial tube morphogenesis
http://purl.obolibrary.org/obo/GO_0061024	membrane organization
http://purl.obolibrary.org/obo/GO_0061025	membrane fusion
http://purl.obolibrary.org/obo/GO_0061138	morphogenesis of a branching epithelium
http://purl.obolibrary.org/obo/GO_0065003	protein-containing complex assembly
http://purl.obolibrary.org/obo/GO_0065007	biological regulation
http://purl.obolibrary.org/obo/GO_0065008	regulation of biological quality
http://purl.obolibrary.org/obo/GO_0065010	extracellular membrane-bounded organelle
http://purl.obolibrary.org/obo/GO_0070013	intracellular organelle lumen
http://purl.obolibrary.org/obo/GO_0070062	extracellular exosome
http://purl.obolibrary.org/obo/GO_0070161	anchoring junction
http://purl.obolibrary.org/obo/GO_0070382	exocytic vesicle
http://purl.obolibrary.org/obo/GO_0070925	organelle assembly
http://purl.obolibrary.org/obo/GO_0071826	protein-RNA complex organization
http://purl.obolibrary.org/obo/GO_0071840	cellular component organization or biogenesis
http://purl.obolibrary.org/obo/GO_0071944	cell periphery
http://purl.obolibrary.org/obo/GO_0071953	elastic fiber
http://purl.obolibrary.org/obo/GO_0071971	extracellular exosome assembly
http://purl.obolibrary.org/obo/GO_0072175	epithelial tube formation
http://purl.obolibrary.org/obo/GO_0090174	organelle membrane fusion
http://purl.obolibrary.org/obo/GO_0090304	nucleic acid metabolic process
http://purl.obolibrary.org/obo/GO_0097028	dendritic cell differentiation
http://purl.obolibrary.org/obo/GO_0097190	apoptotic signaling pathway
http://purl.obolibrary.org/obo/GO_0097194	execution phase of apoptosis
http://purl.obolibrary.org/obo/GO_0097708	intracellular vesicle
http://purl.obolibrary.org/obo/GO_0097734	extracellular exosome biogenesis
http://purl.obolibrary.org/obo/GO_0098542	defense response to other organism
http://purl.obolibrary.org/obo/GO_0098590	plasma membrane region
http://purl.obolibrary.org/obo/GO_0098642	network-forming collagen trimer
http://purl.obolibrary.org/obo/GO_0098643	fibrillar collagen
http://purl.obolibrary.org/obo/GO_0098644	complex of collagen trimers
http://purl.obolibrary.org/obo/GO_0098645	collagen network
http://purl.obolibrary.org/obo/GO_0098657	import into cell
http://purl.obolibrary.org/obo/GO_0098793	presynapse
http://purl.obolibrary.org/obo/GO_0098794	postsynapse
http://purl.obolibrary.org/obo/GO_0098796	membrane protein complex
http://purl.obolibrary.org/obo/GO_0098797	plasma membrane protein complex
http://purl.obolibrary.org/obo/GO_0098916	anterograde trans-synaptic signaling
http://purl.obolibrary.org/obo/GO_0099080	supramolecular complex
http://purl.obolibrary.org/obo/GO_0099081	supramolecular polymer
http://purl.obolibrary.org/obo/GO_0099500	vesicle fusion to plasma membrane
http://purl.obolibrary.org/obo/GO_0099503	secretory vesicle
http://purl.obolibrary.org/obo/GO_0099512	supramolecular fiber
http://purl.obolibrary.org/obo/GO_0099536	synaptic signaling
http://purl.obolibrary.org/obo/GO_0099537	trans-synaptic signaling
http://purl.obolibrary.org/obo/GO_0110165	cellular anatomical structure
http://purl.obolibrary.org/obo/GO_0120025	plasma membrane bounded cell projection
http://purl.obolibrary.org/obo/GO_0120031	plasma membrane bounded cell projection assembly
http://purl.obolibrary.org/obo/GO_0120036	plasma membrane bounded cell projection organization
http://purl.obolibrary.org/obo/GO_0140014	mitotic nuclear division
http://purl.obolibrary.org/obo/GO_0140029	exocytic process
http://purl.obolibrary.org/obo/GO_0140112	extracellular vesicle biogenesis
http://purl.obolibrary.org/obo/GO_0140253	cell-cell fusion
http://purl.obolibrary.org/obo/GO_0140352	export from cell
http://purl.obolibrary.org/obo/GO_0140546	defense response to symbiont
http://purl.obolibrary.org/obo/GO_1902105	regulation of leukocyte differentiation
http://purl.obolibrary.org/obo/GO_1903047	mitotic cell cycle process
http://purl.obolibrary.org/obo/GO_1903131	mononuclear cell differentiation
http://purl.obolibrary.org/obo/GO_1903561	extracellular vesicle
http://purl.obolibrary.org/obo/GO_1903706	regulation of hemopoiesis
http://purl.obolibrary.org/obo/GO_1990904	ribonucleoprotein complex
http://purl.obolibrary.org/obo/GO_2000026	regulation of multicellular organismal development
http://purl.obolibrary.org/obo/NCBITaxon_1	root
http://purl.obolibrary.org/obo/NCBITaxon_10066	Muridae
http://purl.obolibrary.org/obo/NCBITaxon_10088	Mus <genus>
http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus
http://purl.obolibrary.org/obo/NCBITaxon_117570	Teleostomi
http://purl.obolibrary.org/obo/NCBITaxon_117571	Euteleostomi
http://purl.obolibrary.org/obo/NCBITaxon_131567	cellular organisms
http://purl.obolibrary.org/obo/NCBITaxon_1338369	Dipnotetrapodomorpha
http://purl.obolibrary.org/obo/NCBITaxon_1437010	Boreoeutheria
http://purl.obolibrary.org/obo/NCBITaxon_147554	Schizosaccharomycetes
http://purl.obolibrary.org/obo/NCBITaxon_1963758	Myomorpha
http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria
http://purl.obolibrary.org/obo/NCBITaxon_2759	Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_314146	Euarchontoglires
http://purl.obolibrary.org/obo/NCBITaxon_314147	Glires
http://purl.obolibrary.org/obo/NCBITaxon_32523	Tetrapoda
http://purl.obolibrary.org/obo/NCBITaxon_32524	Amniota
http://purl.obolibrary.org/obo/NCBITaxon_32525	Theria <mammals>
http://purl.obolibrary.org/obo/NCBITaxon_33154	Opisthokonta
http://purl.obolibrary.org/obo/NCBITaxon_33208	Metazoa
http://purl.obolibrary.org/obo/NCBITaxon_33213	Bilateria
http://purl.obolibrary.org/obo/NCBITaxon_33511	Deuterostomia
http://purl.obolibrary.org/obo/NCBITaxon_337687	Muroidea
http://purl.obolibrary.org/obo/NCBITaxon_34346	Schizosaccharomycetales
http://purl.obolibrary.org/obo/NCBITaxon_39107	Murinae
http://purl.obolibrary.org/obo/NCBITaxon_40674	Mammalia
http://purl.obolibrary.org/obo/NCBITaxon_451864	Dikarya
http://purl.obolibrary.org/obo/NCBITaxon_451866	Taphrinomycotina
http://purl.obolibrary.org/obo/NCBITaxon_4751	Fungi
http://purl.obolibrary.org/obo/NCBITaxon_4890	Ascomycota
http://purl.obolibrary.org/obo/NCBITaxon_4894	Schizosaccharomycetaceae
http://purl.obolibrary.org/obo/NCBITaxon_4895	Schizosaccharomyces
http://purl.obolibrary.org/obo/NCBITaxon_4896	Schizosaccharomyces pombe
http://purl.obolibrary.org/obo/NCBITaxon_554915	Amoebozoa
http://purl.obolibrary.org/obo/NCBITaxon_6072	Eumetazoa
http://purl.obolibrary.org/obo/NCBITaxon_7711	Chordata
http://purl.obolibrary.org/obo/NCBITaxon_7742	Vertebrata <vertebrates>
http://purl.obolibrary.org/obo/NCBITaxon_7776	Gnathostomata <vertebrates>
http://purl.obolibrary.org/obo/NCBITaxon_8287	Sarcopterygii
http://purl.obolibrary.org/obo/NCBITaxon_862507	Mus <subgenus>
http://purl.obolibrary.org/obo/NCBITaxon_89593	Craniata <chordates>
http://purl.obolibrary.org/obo/NCBITaxon_9347	Eutheria
http://purl.obolibrary.org/obo/NCBITaxon_9989	Rodentia
http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/PATO_0000052	shape
http://purl.obolibrary.org/obo/PATO_0000141	structure
http://purl.obolibrary.org/obo/PATO_0000402	branched
http://purl.obolibrary.org/obo/PATO_0000411	circular
http://purl.obolibrary.org/obo/PATO_0000947	elliptic
http://purl.obolibrary.org/obo/PATO_0001018	physical quality
http://purl.obolibrary.org/obo/PATO_0001241	physical object quality
http://purl.obolibrary.org/obo/PATO_0001374	ploidy
http://purl.obolibrary.org/obo/PATO_0001393	euploid
http://purl.obolibrary.org/obo/PATO_0001396	cellular quality
http://purl.obolibrary.org/obo/PATO_0001397	cellular potency
http://purl.obolibrary.org/obo/PATO_0001400	unipotent
http://purl.obolibrary.org/obo/PATO_0001401	oligopotent
http://purl.obolibrary.org/obo/PATO_0001402	multipotent
http://purl.obolibrary.org/obo/PATO_0001404	nucleate quality
http://purl.obolibrary.org/obo/PATO_0001407	mononucleate
http://purl.obolibrary.org/obo/PATO_0001410	striated
http://purl.obolibrary.org/obo/PATO_0001548	quality of a liquid
http://purl.obolibrary.org/obo/PATO_0001579	contractility
http://purl.obolibrary.org/obo/PATO_0001690	contractile
http://purl.obolibrary.org/obo/PATO_0001857	concave
http://purl.obolibrary.org/obo/PATO_0001873	cylindrical
http://purl.obolibrary.org/obo/PATO_0001908	multinucleate
http://purl.obolibrary.org/obo/PATO_0001992	cellularity
http://purl.obolibrary.org/obo/PATO_0001993	multicellular
http://purl.obolibrary.org/obo/PATO_0001995	organismal quality
http://purl.obolibrary.org/obo/PATO_0002005	concavity
http://purl.obolibrary.org/obo/PATO_0002006	2-D shape
http://purl.obolibrary.org/obo/PATO_0002007	convex 3-D shape
http://purl.obolibrary.org/obo/PATO_0002009	branchiness
http://purl.obolibrary.org/obo/PATO_0002014	structure, cavities
http://purl.obolibrary.org/obo/PATO_0002039	biconcave
http://purl.obolibrary.org/obo/PATO_0002045	dendritic
http://purl.obolibrary.org/obo/PATO_0002078	hollow
http://purl.obolibrary.org/obo/PATO_0002094	basophilic
http://purl.obolibrary.org/obo/PATO_0002198	quality of a substance
http://purl.obolibrary.org/obo/PATO_0002226	subcylindrical
http://purl.obolibrary.org/obo/PATO_0002266	3-D shape
http://purl.obolibrary.org/obo/PATO_0002299	tubular
http://purl.obolibrary.org/obo/PATO_0002309	fiber shaped
http://purl.obolibrary.org/obo/PATO_0002318	superelliptic
http://purl.obolibrary.org/obo/PATO_0002418	acidophilic
http://purl.obolibrary.org/obo/PATO_0002422	acinar
http://purl.obolibrary.org/obo/PATO_0002478	transversely striated
http://purl.obolibrary.org/obo/PATO_0002505	nucleated
http://purl.obolibrary.org/obo/PATO_0010001	disconnected
http://purl.obolibrary.org/obo/PATO_0015006	polymeric
http://purl.obolibrary.org/obo/PATO_0040072	high nuclear/cytoplasmic ratio
http://purl.obolibrary.org/obo/PATO_0070044	anatomical structure quality
http://purl.obolibrary.org/obo/PATO_0070045	anatomical histological quality
http://purl.obolibrary.org/obo/PATO_0070046	neutrophillic
http://purl.obolibrary.org/obo/PATO_0070047	polychromatophilic
http://purl.obolibrary.org/obo/PR_000000001	protein
http://purl.obolibrary.org/obo/PR_000001002	CD19 molecule
http://purl.obolibrary.org/obo/PR_000001003	CD34 molecule
http://purl.obolibrary.org/obo/PR_000001004	CD4 molecule
http://purl.obolibrary.org/obo/PR_000001005	integrin alpha with A domain
http://purl.obolibrary.org/obo/PR_000001006	receptor-type tyrosine-protein phosphatase C
http://purl.obolibrary.org/obo/PR_000001012	integrin alpha-M
http://purl.obolibrary.org/obo/PR_000001013	integrin alpha-X
http://purl.obolibrary.org/obo/PR_000001015	receptor-type tyrosine-protein phosphatase C isoform CD45RA
http://purl.obolibrary.org/obo/PR_000001018	CD3 subunit with immunoglobulin domain
http://purl.obolibrary.org/obo/PR_000001020	CD3 epsilon
http://purl.obolibrary.org/obo/PR_000001022	neural cell adhesion molecule
http://purl.obolibrary.org/obo/PR_000001023	neural cell adhesion molecule NCAM
http://purl.obolibrary.org/obo/PR_000001024	neural cell adhesion molecule 1
http://purl.obolibrary.org/obo/PR_000001083	CD2 molecule
http://purl.obolibrary.org/obo/PR_000001084	T-cell surface glycoprotein CD8 alpha chain
http://purl.obolibrary.org/obo/PR_000001281	ADP-ribosyl cyclase
http://purl.obolibrary.org/obo/PR_000001289	membrane-spanning 4-domains subfamily A member 1
http://purl.obolibrary.org/obo/PR_000001327	cadherin
http://purl.obolibrary.org/obo/PR_000001332	cell adhesion molecule CEACAM8
http://purl.obolibrary.org/obo/PR_000001355	immunoglobulin gamma Fc receptor II/III/IV
http://purl.obolibrary.org/obo/PR_000001381	interleukin-2 receptor subunit beta
http://purl.obolibrary.org/obo/PR_000001408	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1
http://purl.obolibrary.org/obo/PR_000001444	cadherin-5
http://purl.obolibrary.org/obo/PR_000001483	low affinity immunoglobulin gamma Fc region receptor III
http://purl.obolibrary.org/obo/PR_000001753	transcription factor NF-kappa-B subunit
http://purl.obolibrary.org/obo/PR_000001785	prominin
http://purl.obolibrary.org/obo/PR_000001786	prominin-1
http://purl.obolibrary.org/obo/PR_000001809	CD59-like glycoprotein
http://purl.obolibrary.org/obo/PR_000001810	CSF-1/PDGF receptor-type tyrosine-protein kinase
http://purl.obolibrary.org/obo/PR_000001836	CD7 molecule
http://purl.obolibrary.org/obo/PR_000001839	T-cell surface glycoprotein CD5
http://purl.obolibrary.org/obo/PR_000001843	Thy-1 membrane glycoprotein
http://purl.obolibrary.org/obo/PR_000001850	cathepsin K
http://purl.obolibrary.org/obo/PR_000001865	interleukin-3 receptor class 2 alpha chain
http://purl.obolibrary.org/obo/PR_000001867	interleukin-5 receptor subunit alpha
http://purl.obolibrary.org/obo/PR_000001869	interleukin-7 receptor subunit alpha
http://purl.obolibrary.org/obo/PR_000001874	KLRB1-like protein
http://purl.obolibrary.org/obo/PR_000001889	CD14 molecule
http://purl.obolibrary.org/obo/PR_000001892	CD33 molecule
http://purl.obolibrary.org/obo/PR_000001898	neprilysin
http://purl.obolibrary.org/obo/PR_000001903	paired box protein PAX-5
http://purl.obolibrary.org/obo/PR_000001937	tartrate-resistant acid phosphatase type 5
http://purl.obolibrary.org/obo/PR_000001944	transcription factor PU.1
http://purl.obolibrary.org/obo/PR_000001945	transferrin receptor protein 1
http://purl.obolibrary.org/obo/PR_000001954	tumor necrosis factor receptor superfamily member 11A
http://purl.obolibrary.org/obo/PR_000001969	urokinase plasminogen activator surface receptor
http://purl.obolibrary.org/obo/PR_000001971	vascular endothelial growth factor receptor
http://purl.obolibrary.org/obo/PR_000002062	macrophage colony-stimulating factor 1 receptor
http://purl.obolibrary.org/obo/PR_000002065	mast/stem cell growth factor receptor
http://purl.obolibrary.org/obo/PR_000002112	vascular endothelial growth factor receptor 2
http://purl.obolibrary.org/obo/PR_000002976	Ly-6-like protein
http://purl.obolibrary.org/obo/PR_000002978	lymphocyte antigen 6G
http://purl.obolibrary.org/obo/PR_000002981	lymphocyte antigen 76 (mouse)
http://purl.obolibrary.org/obo/PR_000005307	CCAAT/enhancer-binding protein alpha
http://purl.obolibrary.org/obo/PR_000006611	DNA nucleotidylexotransferase
http://purl.obolibrary.org/obo/PR_000007597	protein c-Fos
http://purl.obolibrary.org/obo/PR_000007857	erythroid transcription factor
http://purl.obolibrary.org/obo/PR_000007858	endothelial transcription factor GATA-2
http://purl.obolibrary.org/obo/PR_000011178	nuclear factor NF-kappa-B p100 subunit
http://purl.obolibrary.org/obo/PR_000014841	sonic hedgehog protein
http://purl.obolibrary.org/obo/PR_000016043	T-cell acute lymphocytic leukemia protein 1
http://purl.obolibrary.org/obo/PR_000018263	amino acid chain
http://purl.obolibrary.org/obo/PR_000025796	integrin alpha
http://purl.obolibrary.org/obo/PR_000029032	Mus musculus protein
http://purl.obolibrary.org/obo/PR_000036194	eukaryotic protein
http://purl.obolibrary.org/obo/PR_000040662	cathepsin-like protease
http://purl.obolibrary.org/obo/PR_000050216	receptor-type tyrosine-protein phosphatase C isoform CD45R
http://purl.obolibrary.org/obo/RO_0002577	system
http://purl.obolibrary.org/obo/UBERON_0000000	processual entity
http://purl.obolibrary.org/obo/UBERON_0000015	non-material anatomical boundary
http://purl.obolibrary.org/obo/UBERON_0000020	sense organ
http://purl.obolibrary.org/obo/UBERON_0000025	tube
http://purl.obolibrary.org/obo/UBERON_0000042	serous membrane
http://purl.obolibrary.org/obo/UBERON_0000043	tendon
http://purl.obolibrary.org/obo/UBERON_0000055	vessel
http://purl.obolibrary.org/obo/UBERON_0000058	duct
http://purl.obolibrary.org/obo/UBERON_0000060	anatomical wall
http://purl.obolibrary.org/obo/UBERON_0000061	anatomical structure
http://purl.obolibrary.org/obo/UBERON_0000062	organ
http://purl.obolibrary.org/obo/UBERON_0000063	organ subunit
http://purl.obolibrary.org/obo/UBERON_0000064	organ part
http://purl.obolibrary.org/obo/UBERON_0000066	fully formed stage
http://purl.obolibrary.org/obo/UBERON_0000068	embryo stage
http://purl.obolibrary.org/obo/UBERON_0000071	death stage
http://purl.obolibrary.org/obo/UBERON_0000075	subdivision of skeletal system
http://purl.obolibrary.org/obo/UBERON_0000092	post-embryonic stage
http://purl.obolibrary.org/obo/UBERON_0000094	membrane organ
http://purl.obolibrary.org/obo/UBERON_0000104	life cycle
http://purl.obolibrary.org/obo/UBERON_0000105	life cycle stage
http://purl.obolibrary.org/obo/UBERON_0000106	zygote stage
http://purl.obolibrary.org/obo/UBERON_0000107	cleavage stage
http://purl.obolibrary.org/obo/UBERON_0000108	blastula stage
http://purl.obolibrary.org/obo/UBERON_0000109	gastrula stage
http://purl.obolibrary.org/obo/UBERON_0000110	neurula stage
http://purl.obolibrary.org/obo/UBERON_0000111	organogenesis stage
http://purl.obolibrary.org/obo/UBERON_0000165	mouth
http://purl.obolibrary.org/obo/UBERON_0000178	blood
http://purl.obolibrary.org/obo/UBERON_0000179	haemolymphatic fluid
http://purl.obolibrary.org/obo/UBERON_0000307	blastula
http://purl.obolibrary.org/obo/UBERON_0000383	musculature of body
http://purl.obolibrary.org/obo/UBERON_0000409	serous gland
http://purl.obolibrary.org/obo/UBERON_0000456	secretion of exocrine gland
http://purl.obolibrary.org/obo/UBERON_0000463	organism substance
http://purl.obolibrary.org/obo/UBERON_0000464	anatomical space
http://purl.obolibrary.org/obo/UBERON_0000465	material anatomical entity
http://purl.obolibrary.org/obo/UBERON_0000466	immaterial anatomical entity
http://purl.obolibrary.org/obo/UBERON_0000467	anatomical system
http://purl.obolibrary.org/obo/UBERON_0000468	multicellular organism
http://purl.obolibrary.org/obo/UBERON_0000475	organism subdivision
http://purl.obolibrary.org/obo/UBERON_0000476	acellular anatomical structure
http://purl.obolibrary.org/obo/UBERON_0000477	anatomical cluster
http://purl.obolibrary.org/obo/UBERON_0000478	extraembryonic structure
http://purl.obolibrary.org/obo/UBERON_0000479	tissue
http://purl.obolibrary.org/obo/UBERON_0000481	multi-tissue structure
http://purl.obolibrary.org/obo/UBERON_0000483	epithelium
http://purl.obolibrary.org/obo/UBERON_0000486	multilaminar epithelium
http://purl.obolibrary.org/obo/UBERON_0000487	simple squamous epithelium
http://purl.obolibrary.org/obo/UBERON_0000490	unilaminar epithelium
http://purl.obolibrary.org/obo/UBERON_0000915	thoracic segment of trunk
http://purl.obolibrary.org/obo/UBERON_0000922	embryo
http://purl.obolibrary.org/obo/UBERON_0000923	germ layer
http://purl.obolibrary.org/obo/UBERON_0000924	ectoderm
http://purl.obolibrary.org/obo/UBERON_0000925	endoderm
http://purl.obolibrary.org/obo/UBERON_0000926	mesoderm
http://purl.obolibrary.org/obo/UBERON_0000930	stomodeum
http://purl.obolibrary.org/obo/UBERON_0000948	heart
http://purl.obolibrary.org/obo/UBERON_0000949	endocrine system
http://purl.obolibrary.org/obo/UBERON_0000970	eye
http://purl.obolibrary.org/obo/UBERON_0000982	skeletal joint
http://purl.obolibrary.org/obo/UBERON_0001007	digestive system
http://purl.obolibrary.org/obo/UBERON_0001009	circulatory system
http://purl.obolibrary.org/obo/UBERON_0001015	musculature
http://purl.obolibrary.org/obo/UBERON_0001016	nervous system
http://purl.obolibrary.org/obo/UBERON_0001017	central nervous system
http://purl.obolibrary.org/obo/UBERON_0001032	sensory system
http://purl.obolibrary.org/obo/UBERON_0001048	primordium
http://purl.obolibrary.org/obo/UBERON_0001049	neural tube
http://purl.obolibrary.org/obo/UBERON_0001062	anatomical entity
http://purl.obolibrary.org/obo/UBERON_0001090	synovial fluid
http://purl.obolibrary.org/obo/UBERON_0001133	cardiac muscle tissue
http://purl.obolibrary.org/obo/UBERON_0001134	skeletal muscle tissue
http://purl.obolibrary.org/obo/UBERON_0001136	mesothelium
http://purl.obolibrary.org/obo/UBERON_0001434	skeletal system
http://purl.obolibrary.org/obo/UBERON_0001474	bone element
http://purl.obolibrary.org/obo/UBERON_0001484	articular capsule
http://purl.obolibrary.org/obo/UBERON_0001555	digestive tract
http://purl.obolibrary.org/obo/UBERON_0001630	muscle organ
http://purl.obolibrary.org/obo/UBERON_0001637	artery
http://purl.obolibrary.org/obo/UBERON_0001638	vein
http://purl.obolibrary.org/obo/UBERON_0001969	blood plasma
http://purl.obolibrary.org/obo/UBERON_0001979	venule
http://purl.obolibrary.org/obo/UBERON_0001980	arteriole
http://purl.obolibrary.org/obo/UBERON_0001981	blood vessel
http://purl.obolibrary.org/obo/UBERON_0001982	capillary
http://purl.obolibrary.org/obo/UBERON_0001986	endothelium
http://purl.obolibrary.org/obo/UBERON_0002036	striated muscle tissue
http://purl.obolibrary.org/obo/UBERON_0002049	vasculature
http://purl.obolibrary.org/obo/UBERON_0002050	embryonic structure
http://purl.obolibrary.org/obo/UBERON_0002075	viscus
http://purl.obolibrary.org/obo/UBERON_0002090	postcranial axial skeleton
http://purl.obolibrary.org/obo/UBERON_0002100	trunk
http://purl.obolibrary.org/obo/UBERON_0002104	visual system
http://purl.obolibrary.org/obo/UBERON_0002193	hemolymphoid system
http://purl.obolibrary.org/obo/UBERON_0002204	musculoskeletal system
http://purl.obolibrary.org/obo/UBERON_0002217	synovial joint
http://purl.obolibrary.org/obo/UBERON_0002224	thoracic cavity
http://purl.obolibrary.org/obo/UBERON_0002323	coelemic cavity lumen
http://purl.obolibrary.org/obo/UBERON_0002328	notochord
http://purl.obolibrary.org/obo/UBERON_0002329	somite
http://purl.obolibrary.org/obo/UBERON_0002330	exocrine system
http://purl.obolibrary.org/obo/UBERON_0002342	neural crest
http://purl.obolibrary.org/obo/UBERON_0002346	neurectoderm
http://purl.obolibrary.org/obo/UBERON_0002365	exocrine gland
http://purl.obolibrary.org/obo/UBERON_0002368	endocrine gland
http://purl.obolibrary.org/obo/UBERON_0002371	bone marrow
http://purl.obolibrary.org/obo/UBERON_0002384	connective tissue
http://purl.obolibrary.org/obo/UBERON_0002385	muscle tissue
http://purl.obolibrary.org/obo/UBERON_0002390	hematopoietic system
http://purl.obolibrary.org/obo/UBERON_0002405	immune system
http://purl.obolibrary.org/obo/UBERON_0002481	bone tissue
http://purl.obolibrary.org/obo/UBERON_0002530	gland
http://purl.obolibrary.org/obo/UBERON_0002532	epiblast (generic)
http://purl.obolibrary.org/obo/UBERON_0002553	anatomical cavity
http://purl.obolibrary.org/obo/UBERON_0003059	presomitic mesoderm
http://purl.obolibrary.org/obo/UBERON_0003061	blood island
http://purl.obolibrary.org/obo/UBERON_0003068	axial mesoderm
http://purl.obolibrary.org/obo/UBERON_0003075	neural plate
http://purl.obolibrary.org/obo/UBERON_0003077	paraxial mesoderm
http://purl.obolibrary.org/obo/UBERON_0003081	lateral plate mesoderm
http://purl.obolibrary.org/obo/UBERON_0003082	myotome
http://purl.obolibrary.org/obo/UBERON_0003084	heart primordium
http://purl.obolibrary.org/obo/UBERON_0003089	sclerotome
http://purl.obolibrary.org/obo/UBERON_0003103	compound organ
http://purl.obolibrary.org/obo/UBERON_0003104	mesenchyme
http://purl.obolibrary.org/obo/UBERON_0003509	arterial blood vessel
http://purl.obolibrary.org/obo/UBERON_0003886	future coelemic cavity lumen
http://purl.obolibrary.org/obo/UBERON_0003887	intraembryonic coelom
http://purl.obolibrary.org/obo/UBERON_0003914	epithelial tube
http://purl.obolibrary.org/obo/UBERON_0003920	venous blood vessel
http://purl.obolibrary.org/obo/UBERON_0004111	anatomical conduit
http://purl.obolibrary.org/obo/UBERON_0004120	mesoderm-derived structure
http://purl.obolibrary.org/obo/UBERON_0004121	ectoderm-derived structure
http://purl.obolibrary.org/obo/UBERON_0004139	cardiogenic plate
http://purl.obolibrary.org/obo/UBERON_0004140	primary heart field
http://purl.obolibrary.org/obo/UBERON_0004141	heart tube
http://purl.obolibrary.org/obo/UBERON_0004151	cardiac chamber
http://purl.obolibrary.org/obo/UBERON_0004288	skeleton
http://purl.obolibrary.org/obo/UBERON_0004290	dermomyotome
http://purl.obolibrary.org/obo/UBERON_0004291	heart rudiment
http://purl.obolibrary.org/obo/UBERON_0004456	entire sense organ system
http://purl.obolibrary.org/obo/UBERON_0004535	cardiovascular system
http://purl.obolibrary.org/obo/UBERON_0004537	blood vasculature
http://purl.obolibrary.org/obo/UBERON_0004572	arterial system
http://purl.obolibrary.org/obo/UBERON_0004582	venous system
http://purl.obolibrary.org/obo/UBERON_0004638	blood vessel endothelium
http://purl.obolibrary.org/obo/UBERON_0004716	conceptus
http://purl.obolibrary.org/obo/UBERON_0004734	gastrula
http://purl.obolibrary.org/obo/UBERON_0004755	skeletal tissue
http://purl.obolibrary.org/obo/UBERON_0004765	skeletal element
http://purl.obolibrary.org/obo/UBERON_0004770	articular system
http://purl.obolibrary.org/obo/UBERON_0004852	cardiovascular system endothelium
http://purl.obolibrary.org/obo/UBERON_0004872	splanchnic layer of lateral plate mesoderm
http://purl.obolibrary.org/obo/UBERON_0004880	chordamesoderm
http://purl.obolibrary.org/obo/UBERON_0004905	articulation
http://purl.obolibrary.org/obo/UBERON_0004921	subdivision of digestive tract
http://purl.obolibrary.org/obo/UBERON_0004923	organ component layer
http://purl.obolibrary.org/obo/UBERON_0005061	neural groove
http://purl.obolibrary.org/obo/UBERON_0005062	neural fold
http://purl.obolibrary.org/obo/UBERON_0005068	neural rod
http://purl.obolibrary.org/obo/UBERON_0005090	muscle structure
http://purl.obolibrary.org/obo/UBERON_0005157	epithelial fold
http://purl.obolibrary.org/obo/UBERON_0005177	trunk region element
